number	book	chapter	verse
11008	12	42	11
11009	12	42	12
11010	12	42	13
11011	12	42	14
11012	12	42	15
11013	12	42	16
11014	12	42	17
11015	12	42	18
11016	12	42	19
11017	12	42	20
11018	12	42	21
11019	12	42	22
11020	12	42	23
11021	12	42	24
11022	12	42	25
11023	12	43	1
11024	12	43	2
11025	12	43	3
11026	12	43	4
11027	12	43	5
11028	12	43	6
11029	12	43	7
11030	12	43	8
11031	12	43	9
11032	12	43	10
11033	12	43	11
11034	12	43	12
11035	12	43	13
11036	12	43	14
11037	12	43	15
11038	12	43	16
11039	12	43	17
11040	12	43	18
11041	12	43	19
11042	12	43	20
11043	12	43	21
11044	12	43	22
11045	12	43	23
11046	12	43	24
11047	12	43	25
11048	12	43	26
11049	12	43	27
11050	12	43	28
11051	12	44	1
11052	12	44	2
11053	12	44	3
11054	12	44	4
11055	12	44	5
11056	12	44	6
11057	12	44	7
11058	12	44	8
11059	12	44	9
11060	12	44	10
11061	12	44	11
11062	12	44	12
11063	12	44	13
11064	12	44	14
11065	12	44	15
11066	12	44	16
11067	12	44	17
11068	12	44	18
11069	12	44	19
11070	12	44	20
11071	12	44	21
11072	12	44	22
11073	12	44	23
11074	12	44	24
11075	12	44	25
11076	12	44	26
11077	12	44	27
11078	12	44	28
11079	12	45	1
11080	12	45	2
11081	12	45	3
11082	12	45	4
11083	12	45	5
11084	12	45	6
11085	12	45	7
11086	12	45	8
11087	12	45	9
11088	12	45	10
11089	12	45	11
11090	12	45	12
11091	12	45	13
11092	12	45	14
11093	12	45	15
11094	12	45	16
11095	12	45	17
11096	12	45	18
11097	12	45	19
11098	12	45	20
11099	12	45	21
11100	12	45	22
11101	12	45	23
11102	12	45	24
11103	12	45	25
11104	12	46	1
11105	12	46	2
11106	12	46	3
11107	12	46	4
11108	12	46	5
11109	12	46	6
11110	12	46	7
11111	12	46	8
11112	12	46	9
11113	12	46	10
11114	12	46	11
11115	12	46	12
11116	12	46	13
11117	12	47	1
11118	12	47	2
11119	12	47	3
11120	12	47	4
11121	12	47	5
11122	12	47	6
11123	12	47	7
11124	12	47	8
11125	12	47	9
11126	12	47	10
11127	12	47	11
11128	12	47	12
11129	12	47	13
11130	12	47	14
11131	12	47	15
11132	12	48	1
11133	12	48	2
11134	12	48	3
11135	12	48	4
11136	12	48	5
11137	12	48	6
11138	12	48	7
11139	12	48	8
11140	12	48	9
11141	12	48	10
11142	12	48	11
11143	12	48	12
11144	12	48	13
11145	12	48	14
11146	12	48	15
11147	12	48	16
11148	12	48	17
11149	12	48	18
11150	12	48	19
11151	12	48	20
11152	12	48	21
11153	12	48	22
11154	12	49	1
11155	12	49	2
11156	12	49	3
11157	12	49	4
11158	12	49	5
11159	12	49	6
11160	12	49	7
11161	12	49	8
11162	12	49	9
11163	12	49	10
11164	12	49	11
11165	12	49	12
11166	12	49	13
11167	12	49	14
11168	12	49	15
11169	12	49	16
11170	12	49	17
11171	12	49	18
11172	12	49	19
11173	12	49	20
11174	12	49	21
11175	12	49	22
11176	12	49	23
11177	12	49	24
11178	12	49	25
11179	12	49	26
11180	12	50	1
11181	12	50	2
11182	12	50	3
11183	12	50	4
11184	12	50	5
11185	12	50	6
11186	12	50	7
11187	12	50	8
11188	12	50	9
11189	12	50	10
11190	12	50	11
11191	12	51	1
11192	12	51	2
11193	12	51	3
11194	12	51	4
11195	12	51	5
11196	12	51	6
11197	12	51	7
11198	12	51	8
11199	12	51	9
11200	12	51	10
11201	12	51	11
11202	12	51	12
11203	12	51	13
11204	12	51	14
11205	12	51	15
11206	12	51	16
11207	12	51	17
11208	12	51	18
11209	12	51	19
11210	12	51	20
11211	12	51	21
11212	12	51	22
11213	12	51	23
11214	12	52	1
11215	12	52	2
11216	12	52	3
11217	12	52	4
11218	12	52	5
11219	12	52	6
11220	12	52	7
11221	12	52	8
11222	12	52	9
11223	12	52	10
11224	12	52	11
11225	12	52	12
11226	12	52	13
11227	12	52	14
11228	12	52	15
11229	12	53	1
11230	12	53	2
11231	12	53	3
11232	12	53	4
11233	12	53	5
11234	12	53	6
11235	12	53	7
11236	12	53	8
11237	12	53	9
11238	12	53	10
11239	12	53	11
11240	12	53	12
11241	12	54	1
11242	12	54	2
11243	12	54	3
11244	12	54	4
11245	12	54	5
11246	12	54	6
11247	12	54	7
11248	12	54	8
11249	12	54	9
11250	12	54	10
11251	12	54	11
11252	12	54	12
11253	12	54	13
11254	12	54	14
11255	12	54	15
11256	12	54	16
11257	12	54	17
11258	12	55	1
11259	12	55	2
11260	12	55	3
11261	12	55	4
11262	12	55	5
11263	12	55	6
11264	12	55	7
11265	12	55	8
11266	12	55	9
11267	12	55	10
11268	12	55	11
11269	12	55	12
11270	12	55	13
11271	12	56	1
11272	12	56	2
11273	12	56	3
11274	12	56	4
11275	12	56	5
11276	12	56	6
11277	12	56	7
11278	12	56	8
11279	12	56	9
11280	12	56	10
11281	12	56	11
11282	12	56	12
11283	12	57	1
11284	12	57	2
11285	12	57	3
11286	12	57	4
11287	12	57	5
11288	12	57	6
11289	12	57	7
11290	12	57	8
11291	12	57	9
11292	12	57	10
11293	12	57	11
11294	12	57	12
11295	12	57	13
11296	12	57	14
11297	12	57	15
11298	12	57	16
11299	12	57	17
11300	12	57	18
11301	12	57	19
11302	12	57	20
11303	12	57	21
11304	12	58	1
11305	12	58	2
11306	12	58	3
11307	12	58	4
11308	12	58	5
11309	12	58	6
11310	12	58	7
11311	12	58	8
11312	12	58	9
11313	12	58	10
11314	12	58	11
11315	12	58	12
11316	12	58	13
11317	12	58	14
11318	12	59	1
11319	12	59	2
11320	12	59	3
11321	12	59	4
11322	12	59	5
11323	12	59	6
11324	12	59	7
11325	12	59	8
11326	12	59	9
11327	12	59	10
11328	12	59	11
11329	12	59	12
11330	12	59	13
11331	12	59	14
11332	12	59	15
11333	12	59	16
11334	12	59	17
11335	12	59	18
11336	12	59	19
11337	12	59	20
11338	12	59	21
11339	12	60	1
11340	12	60	2
11341	12	60	3
11342	12	60	4
11343	12	60	5
11344	12	60	6
11345	12	60	7
11346	12	60	8
11347	12	60	9
11348	12	60	10
11349	12	60	11
11350	12	60	12
11351	12	60	13
11352	12	60	14
11353	12	60	15
11354	12	60	16
11355	12	60	17
11356	12	60	18
11357	12	60	19
11358	12	60	20
11359	12	60	21
11360	12	60	22
11361	12	61	1
11362	12	61	2
11363	12	61	3
11364	12	61	4
11365	12	61	5
11366	12	61	6
11367	12	61	7
11368	12	61	8
11369	12	61	9
11370	12	61	10
11371	12	61	11
11372	12	62	1
11373	12	62	2
11374	12	62	3
11375	12	62	4
11376	12	62	5
11377	12	62	6
11378	12	62	7
11379	12	62	8
11380	12	62	9
11381	12	62	10
11382	12	62	11
11383	12	62	12
11384	12	63	1
11385	12	63	2
11386	12	63	3
11387	12	63	4
11388	12	63	5
11389	12	63	6
11390	12	63	7
11391	12	63	8
11392	12	63	9
11393	12	63	10
11394	12	63	11
11395	12	63	12
11396	12	63	13
11397	12	63	14
11398	12	63	15
11399	12	63	16
11400	12	63	17
11401	12	63	18
11402	12	63	19
11403	12	64	1
11404	12	64	2
11405	12	64	3
11406	12	64	4
11407	12	64	5
11408	12	64	6
11409	12	64	7
11410	12	64	8
11411	12	64	9
11412	12	64	10
11413	12	64	11
11414	12	65	1
11415	12	65	2
11416	12	65	3
11417	12	65	4
11418	12	65	5
11419	12	65	6
11420	12	65	7
11421	12	65	8
11422	12	65	9
11423	12	65	10
11424	12	65	11
11425	12	65	12
11426	12	65	13
11427	12	65	14
11428	12	65	15
11429	12	65	16
11430	12	65	17
11431	12	65	18
11432	12	65	19
11433	12	65	20
11434	12	65	21
11435	12	65	22
11436	12	65	23
11437	12	65	24
11438	12	65	25
11439	12	66	1
11440	12	66	2
11441	12	66	3
11442	12	66	4
11443	12	66	5
11444	12	66	6
11445	12	66	7
11446	12	66	8
11447	12	66	9
11448	12	66	10
11449	12	66	11
11450	12	66	12
11451	12	66	13
11452	12	66	14
11453	12	66	15
11454	12	66	16
11455	12	66	17
11456	12	66	18
11457	12	66	19
11458	12	66	20
11459	12	66	21
11460	12	66	22
11461	12	66	23
11462	12	66	24
11463	13	1	1
11464	13	1	2
11465	13	1	3
11466	13	1	4
11467	13	1	5
11468	13	1	6
11469	13	1	7
11470	13	1	8
11471	13	1	9
11472	13	1	10
11473	13	1	11
11474	13	1	12
11475	13	1	13
11476	13	1	14
11477	13	1	15
11478	13	1	16
11479	13	1	17
11480	13	1	18
11481	13	1	19
11482	13	2	1
11483	13	2	2
11484	13	2	3
11485	13	2	4
11486	13	2	5
11487	13	2	6
11488	13	2	7
11489	13	2	8
11490	13	2	9
11491	13	2	10
11492	13	2	11
11493	13	2	12
11494	13	2	13
11495	13	2	14
11496	13	2	15
11497	13	2	16
11498	13	2	17
11499	13	2	18
11500	13	2	19
11501	13	2	20
11502	13	2	21
11503	13	2	22
11504	13	2	23
11505	13	2	24
11506	13	2	25
11507	13	2	26
11508	13	2	27
11509	13	2	28
11510	13	2	29
11511	13	2	30
11512	13	2	31
11513	13	2	32
11514	13	2	33
11515	13	2	34
11516	13	2	35
11517	13	2	36
11518	13	2	37
11519	13	3	1
11520	13	3	2
11521	13	3	3
11522	13	3	4
11523	13	3	5
11524	13	3	6
11525	13	3	7
11526	13	3	8
11527	13	3	9
11528	13	3	10
11529	13	3	11
11530	13	3	12
11531	13	3	13
11532	13	3	14
11533	13	3	15
11534	13	3	16
11535	13	3	17
11536	13	3	18
11537	13	3	19
11538	13	3	20
11539	13	3	21
11540	13	3	22
11541	13	3	23
11542	13	3	24
11543	13	3	25
11544	13	4	1
11545	13	4	2
11546	13	4	3
11547	13	4	4
11548	13	4	5
11549	13	4	6
11550	13	4	7
11551	13	4	8
11552	13	4	9
11553	13	4	10
11554	13	4	11
11555	13	4	12
11556	13	4	13
11557	13	4	14
11558	13	4	15
11559	13	4	16
11560	13	4	17
11561	13	4	18
11562	13	4	19
11563	13	4	20
11564	13	4	21
11565	13	4	22
11566	13	4	23
11567	13	4	24
11568	13	4	25
11569	13	4	26
11570	13	4	27
11571	13	4	28
11572	13	4	29
11573	13	4	30
11574	13	4	31
11575	13	5	1
11576	13	5	2
11577	13	5	3
11578	13	5	4
11579	13	5	5
11580	13	5	6
11581	13	5	7
11582	13	5	8
11583	13	5	9
11584	13	5	10
11585	13	5	11
11586	13	5	12
11587	13	5	13
11588	13	5	14
11589	13	5	15
11590	13	5	16
11591	13	5	17
11592	13	5	18
11593	13	5	19
11594	13	5	20
11595	13	5	21
11596	13	5	22
11597	13	5	23
11598	13	5	24
11599	13	5	25
11600	13	5	26
11601	13	5	27
11602	13	5	28
11603	13	5	29
11604	13	5	30
11605	13	5	31
11606	13	6	1
11607	13	6	2
11608	13	6	3
11609	13	6	4
11610	13	6	5
11611	13	6	6
11612	13	6	7
11613	13	6	8
11614	13	6	9
11615	13	6	10
11616	13	6	11
11617	13	6	12
11618	13	6	13
11619	13	6	14
11620	13	6	15
11621	13	6	16
11622	13	6	17
11623	13	6	18
11624	13	6	19
11625	13	6	20
11626	13	6	21
11627	13	6	22
11628	13	6	23
11629	13	6	24
11630	13	6	25
11631	13	6	26
11632	13	6	27
11633	13	6	28
11634	13	6	29
11635	13	6	30
11636	13	7	1
11637	13	7	2
11638	13	7	3
11639	13	7	4
11640	13	7	5
11641	13	7	6
11642	13	7	7
11643	13	7	8
11644	13	7	9
11645	13	7	10
11646	13	7	11
11647	13	7	12
11648	13	7	13
11649	13	7	14
11650	13	7	15
11651	13	7	16
11652	13	7	17
11653	13	7	18
11654	13	7	19
11655	13	7	20
11656	13	7	21
11657	13	7	22
11658	13	7	23
11659	13	7	24
11660	13	7	25
11661	13	7	26
11662	13	7	27
11663	13	7	28
11664	13	7	29
11665	13	7	30
11666	13	7	31
11667	13	7	32
11668	13	7	33
11669	13	7	34
11670	13	8	1
11671	13	8	2
11672	13	8	3
11673	13	8	4
11674	13	8	5
11675	13	8	6
11676	13	8	7
11677	13	8	8
11678	13	8	9
11679	13	8	10
11680	13	8	11
11681	13	8	12
11682	13	8	13
11683	13	8	14
11684	13	8	15
11685	13	8	16
11686	13	8	17
11687	13	8	18
11688	13	8	19
11689	13	8	20
11690	13	8	21
11691	13	8	22
11692	13	8	23
11693	13	9	1
11694	13	9	2
11695	13	9	3
11696	13	9	4
11697	13	9	5
11698	13	9	6
11699	13	9	7
11700	13	9	8
11701	13	9	9
11702	13	9	10
11703	13	9	11
11704	13	9	12
11705	13	9	13
11706	13	9	14
11707	13	9	15
11708	13	9	16
11709	13	9	17
11710	13	9	18
11711	13	9	19
11712	13	9	20
11713	13	9	21
11714	13	9	22
11715	13	9	23
11716	13	9	24
11717	13	9	25
11718	13	10	1
11719	13	10	2
11720	13	10	3
11721	13	10	4
11722	13	10	5
11723	13	10	6
11724	13	10	7
11725	13	10	8
11726	13	10	9
11727	13	10	10
11728	13	10	11
11729	13	10	12
11730	13	10	13
11731	13	10	14
11732	13	10	15
11733	13	10	16
11734	13	10	17
11735	13	10	18
11736	13	10	19
11737	13	10	20
11738	13	10	21
11739	13	10	22
11740	13	10	23
11741	13	10	24
11742	13	10	25
11743	13	11	1
11744	13	11	2
11745	13	11	3
11746	13	11	4
11747	13	11	5
11748	13	11	6
11749	13	11	7
11750	13	11	8
11751	13	11	9
11752	13	11	10
11753	13	11	11
11754	13	11	12
11755	13	11	13
11756	13	11	14
11757	13	11	15
11758	13	11	16
11759	13	11	17
11760	13	11	18
11761	13	11	19
11762	13	11	20
11763	13	11	21
11764	13	11	22
11765	13	11	23
11766	13	12	1
11767	13	12	2
11768	13	12	3
11769	13	12	4
11770	13	12	5
11771	13	12	6
11772	13	12	7
11773	13	12	8
11774	13	12	9
11775	13	12	10
11776	13	12	11
11777	13	12	12
11778	13	12	13
11779	13	12	14
11780	13	12	15
11781	13	12	16
11782	13	12	17
11783	13	13	1
11784	13	13	2
11785	13	13	3
11786	13	13	4
11787	13	13	5
11788	13	13	6
11789	13	13	7
11790	13	13	8
11791	13	13	9
11792	13	13	10
11793	13	13	11
11794	13	13	12
11795	13	13	13
11796	13	13	14
11797	13	13	15
11798	13	13	16
11799	13	13	17
11800	13	13	18
11801	13	13	19
11802	13	13	20
11803	13	13	21
11804	13	13	22
11805	13	13	23
11806	13	13	24
11807	13	13	25
11808	13	13	26
11809	13	13	27
11810	13	14	1
11811	13	14	2
11812	13	14	3
11813	13	14	4
11814	13	14	5
11815	13	14	6
11816	13	14	7
11817	13	14	8
11818	13	14	9
11819	13	14	10
11820	13	14	11
11821	13	14	12
11822	13	14	13
11823	13	14	14
11824	13	14	15
11825	13	14	16
11826	13	14	17
11827	13	14	18
11828	13	14	19
11829	13	14	20
11830	13	14	21
11831	13	14	22
11832	13	15	1
11833	13	15	2
11834	13	15	3
11835	13	15	4
11836	13	15	5
11837	13	15	6
11838	13	15	7
11839	13	15	8
11840	13	15	9
11841	13	15	10
11842	13	15	11
11843	13	15	12
11844	13	15	13
11845	13	15	14
11846	13	15	15
11847	13	15	16
11848	13	15	17
11849	13	15	18
11850	13	15	19
11851	13	15	20
11852	13	15	21
11853	13	16	1
11854	13	16	2
11855	13	16	3
11856	13	16	4
11857	13	16	5
11858	13	16	6
11859	13	16	7
11860	13	16	8
11861	13	16	9
11862	13	16	10
11863	13	16	11
11864	13	16	12
11865	13	16	13
11866	13	16	14
11867	13	16	15
11868	13	16	16
11869	13	16	17
11870	13	16	18
11871	13	16	19
11872	13	16	20
11873	13	16	21
11874	13	17	1
11875	13	17	2
11876	13	17	3
11877	13	17	4
11878	13	17	5
11879	13	17	6
11880	13	17	7
11881	13	17	8
11882	13	17	9
11883	13	17	10
11884	13	17	11
11885	13	17	12
11886	13	17	13
11887	13	17	14
11888	13	17	15
11889	13	17	16
11890	13	17	17
11891	13	17	18
11892	13	17	19
11893	13	17	20
11894	13	17	21
11895	13	17	22
11896	13	17	23
11897	13	17	24
11898	13	17	25
11899	13	17	26
11900	13	17	27
11901	13	18	1
11902	13	18	2
11903	13	18	3
11904	13	18	4
11905	13	18	5
11906	13	18	6
11907	13	18	7
11908	13	18	8
11909	13	18	9
11910	13	18	10
11911	13	18	11
11912	13	18	12
11913	13	18	13
11914	13	18	14
11915	13	18	15
11916	13	18	16
11917	13	18	17
11918	13	18	18
11919	13	18	19
11920	13	18	20
11921	13	18	21
11922	13	18	22
11923	13	18	23
11924	13	19	1
11925	13	19	2
11926	13	19	3
11927	13	19	4
11928	13	19	5
11929	13	19	6
11930	13	19	7
11931	13	19	8
11932	13	19	9
11933	13	19	10
11934	13	19	11
11935	13	19	12
11936	13	19	13
11937	13	19	14
11938	13	19	15
11939	13	20	1
11940	13	20	2
11941	13	20	3
11942	13	20	4
11943	13	20	5
11944	13	20	6
11945	13	20	7
11946	13	20	8
11947	13	20	9
11948	13	20	10
11949	13	20	11
11950	13	20	12
11951	13	20	13
11952	13	20	14
11953	13	20	15
11954	13	20	16
11955	13	20	17
11956	13	20	18
11957	13	21	1
11958	13	21	2
11959	13	21	3
11960	13	21	4
11961	13	21	5
11962	13	21	6
11963	13	21	7
11964	13	21	8
11965	13	21	9
11966	13	21	10
11967	13	21	11
11968	13	21	12
11969	13	21	13
11970	13	21	14
11971	13	22	1
11972	13	22	2
11973	13	22	3
11974	13	22	4
11975	13	22	5
11976	13	22	6
11977	13	22	7
11978	13	22	8
11979	13	22	9
11980	13	22	10
11981	13	22	11
11982	13	22	12
11983	13	22	13
11984	13	22	14
11985	13	22	15
11986	13	22	16
11987	13	22	17
11988	13	22	18
11989	13	22	19
11990	13	22	20
11991	13	22	21
11992	13	22	22
11993	13	22	23
11994	13	22	24
11995	13	22	25
11996	13	22	26
11997	13	22	27
11998	13	22	28
11999	13	22	29
12000	13	22	30
12001	13	23	1
12002	13	23	2
12003	13	23	3
12004	13	23	4
12005	13	23	5
12006	13	23	6
12007	13	23	7
12008	13	23	8
12009	13	23	9
12010	13	23	10
12011	13	23	11
12012	13	23	12
12013	13	23	13
12014	13	23	14
12015	13	23	15
12016	13	23	16
12017	13	23	17
12018	13	23	18
12019	13	23	19
12020	13	23	20
12021	13	23	21
12022	13	23	22
12023	13	23	23
12024	13	23	24
12025	13	23	25
12026	13	23	26
12027	13	23	27
12028	13	23	28
12029	13	23	29
12030	13	23	30
12031	13	23	31
12032	13	23	32
12033	13	23	33
12034	13	23	34
12035	13	23	35
12036	13	23	36
12037	13	23	37
12038	13	23	38
12039	13	23	39
12040	13	23	40
12041	13	24	1
12042	13	24	2
12043	13	24	3
12044	13	24	4
12045	13	24	5
12046	13	24	6
12047	13	24	7
12048	13	24	8
12049	13	24	9
12050	13	24	10
12051	13	25	1
12052	13	25	2
12053	13	25	3
12054	13	25	4
12055	13	25	5
12056	13	25	6
12057	13	25	7
12058	13	25	8
12059	13	25	9
12060	13	25	10
12061	13	25	11
12062	13	25	12
12063	13	25	13
12064	13	25	14
12065	13	25	15
12066	13	25	16
12067	13	25	17
12068	13	25	18
12069	13	25	19
12070	13	25	20
12071	13	25	21
12072	13	25	22
12073	13	25	23
12074	13	25	24
12075	13	25	25
12076	13	25	26
12077	13	25	27
12078	13	25	28
12079	13	25	29
12080	13	25	30
12081	13	25	31
12082	13	25	32
12083	13	25	33
12084	13	25	34
12085	13	25	35
12086	13	25	36
12087	13	25	37
12088	13	25	38
12089	13	26	1
12090	13	26	2
12091	13	26	3
12092	13	26	4
12093	13	26	5
12094	13	26	6
12095	13	26	7
12096	13	26	8
12097	13	26	9
12098	13	26	10
12099	13	26	11
12100	13	26	12
12101	13	26	13
12102	13	26	14
12103	13	26	15
12104	13	26	16
12105	13	26	17
12106	13	26	18
12107	13	26	19
12108	13	26	20
12109	13	26	21
12110	13	26	22
12111	13	26	23
12112	13	26	24
12113	13	27	1
12114	13	27	2
12115	13	27	3
12116	13	27	4
12117	13	27	5
12118	13	27	6
12119	13	27	7
12120	13	27	8
12121	13	27	9
12122	13	27	10
12123	13	27	11
12124	13	27	12
12125	13	27	13
12126	13	27	14
12127	13	27	15
12128	13	27	16
12129	13	27	17
12130	13	27	18
12131	13	27	19
12132	13	27	20
12133	13	27	21
12134	13	27	22
12135	13	28	1
12136	13	28	2
12137	13	28	3
12138	13	28	4
12139	13	28	5
12140	13	28	6
12141	13	28	7
12142	13	28	8
12143	13	28	9
12144	13	28	10
12145	13	28	11
12146	13	28	12
12147	13	28	13
12148	13	28	14
12149	13	28	15
12150	13	28	16
12151	13	28	17
12152	13	29	1
12153	13	29	2
12154	13	29	3
12155	13	29	4
12156	13	29	5
12157	13	29	6
12158	13	29	7
12159	13	29	8
12160	13	29	9
12161	13	29	10
12162	13	29	11
12163	13	29	12
12164	13	29	13
12165	13	29	14
12166	13	29	15
12167	13	29	16
12168	13	29	17
12169	13	29	18
12170	13	29	19
12171	13	29	20
12172	13	29	21
12173	13	29	22
12174	13	29	23
12175	13	29	24
12176	13	29	25
12177	13	29	26
12178	13	29	27
12179	13	29	28
12180	13	29	29
12181	13	29	30
12182	13	29	31
12183	13	29	32
12184	13	30	1
12185	13	30	2
12186	13	30	3
12187	13	30	4
12188	13	30	5
12189	13	30	6
12190	13	30	7
12191	13	30	8
12192	13	30	9
12193	13	30	10
12194	13	30	11
12195	13	30	12
12196	13	30	13
12197	13	30	14
12198	13	30	15
12199	13	30	16
12200	13	30	17
12201	13	30	18
12202	13	30	19
12203	13	30	20
12204	13	30	21
12205	13	30	22
12206	13	30	23
12207	13	30	24
12208	13	31	1
12209	13	31	2
12210	13	31	3
12211	13	31	4
12212	13	31	5
12213	13	31	6
12214	13	31	7
12215	13	31	8
12216	13	31	9
12217	13	31	10
12218	13	31	11
12219	13	31	12
12220	13	31	13
12221	13	31	14
12222	13	31	15
12223	13	31	16
12224	13	31	17
12225	13	31	18
12226	13	31	19
12227	13	31	20
12228	13	31	21
12229	13	31	22
12230	13	31	23
12231	13	31	24
12232	13	31	25
12233	13	31	26
12234	13	31	27
12235	13	31	28
12236	13	31	29
12237	13	31	30
12238	13	31	31
12239	13	31	32
12240	13	31	33
12241	13	31	34
12242	13	31	35
12243	13	31	36
12244	13	31	37
12245	13	31	38
12246	13	31	39
12247	13	31	40
12248	13	32	1
12249	13	32	2
12250	13	32	3
12251	13	32	4
12252	13	32	5
12253	13	32	6
12254	13	32	7
12255	13	32	8
12256	13	32	9
12257	13	32	10
12258	13	32	11
12259	13	32	12
12260	13	32	13
12261	13	32	14
12262	13	32	15
12263	13	32	16
12264	13	32	17
12265	13	32	18
12266	13	32	19
12267	13	32	20
12268	13	32	21
12269	13	32	22
12270	13	32	23
12271	13	32	24
12272	13	32	25
12273	13	32	26
12274	13	32	27
12275	13	32	28
12276	13	32	29
12277	13	32	30
12278	13	32	31
12279	13	32	32
12280	13	32	33
12281	13	32	34
12282	13	32	35
12283	13	32	36
12284	13	32	37
12285	13	32	38
12286	13	32	39
12287	13	32	40
12288	13	32	41
12289	13	32	42
12290	13	32	43
12291	13	32	44
12292	13	33	1
12293	13	33	2
12294	13	33	3
12295	13	33	4
12296	13	33	5
12297	13	33	6
12298	13	33	7
12299	13	33	8
12300	13	33	9
12301	13	33	10
12302	13	33	11
12303	13	33	12
12304	13	33	13
12305	13	33	14
12306	13	33	15
12307	13	33	16
12308	13	33	17
12309	13	33	18
12310	13	33	19
12311	13	33	20
12312	13	33	21
12313	13	33	22
12314	13	33	23
12315	13	33	24
12316	13	33	25
12317	13	33	26
12318	13	34	1
12319	13	34	2
12320	13	34	3
12321	13	34	4
12322	13	34	5
12323	13	34	6
12324	13	34	7
12325	13	34	8
12326	13	34	9
12327	13	34	10
12328	13	34	11
12329	13	34	12
12330	13	34	13
12331	13	34	14
12332	13	34	15
12333	13	34	16
12334	13	34	17
12335	13	34	18
12336	13	34	19
12337	13	34	20
12338	13	34	21
12339	13	34	22
12340	13	35	1
12341	13	35	2
12342	13	35	3
12343	13	35	4
12344	13	35	5
12345	13	35	6
12346	13	35	7
12347	13	35	8
12348	13	35	9
12349	13	35	10
12350	13	35	11
12351	13	35	12
12352	13	35	13
12353	13	35	14
12354	13	35	15
12355	13	35	16
12356	13	35	17
12357	13	35	18
12358	13	35	19
12359	13	36	1
12360	13	36	2
12361	13	36	3
12362	13	36	4
12363	13	36	5
12364	13	36	6
12365	13	36	7
12366	13	36	8
12367	13	36	9
12368	13	36	10
12369	13	36	11
12370	13	36	12
12371	13	36	13
12372	13	36	14
12373	13	36	15
12374	13	36	16
12375	13	36	17
12376	13	36	18
12377	13	36	19
12378	13	36	20
12379	13	36	21
12380	13	36	22
12381	13	36	23
12382	13	36	24
12383	13	36	25
12384	13	36	26
12385	13	36	27
12386	13	36	28
12387	13	36	29
12388	13	36	30
12389	13	36	31
12390	13	36	32
12391	13	37	1
12392	13	37	2
12393	13	37	3
12394	13	37	4
12395	13	37	5
12396	13	37	6
12397	13	37	7
12398	13	37	8
12399	13	37	9
12400	13	37	10
12401	13	37	11
12402	13	37	12
12403	13	37	13
12404	13	37	14
12405	13	37	15
12406	13	37	16
12407	13	37	17
12408	13	37	18
12409	13	37	19
12410	13	37	20
12411	13	37	21
12412	13	38	1
12413	13	38	2
12414	13	38	3
12415	13	38	4
12416	13	38	5
12417	13	38	6
12418	13	38	7
12419	13	38	8
12420	13	38	9
12421	13	38	10
12422	13	38	11
12423	13	38	12
12424	13	38	13
12425	13	38	14
12426	13	38	15
12427	13	38	16
12428	13	38	17
12429	13	38	18
12430	13	38	19
12431	13	38	20
12432	13	38	21
12433	13	38	22
12434	13	38	23
12435	13	38	24
12436	13	38	25
12437	13	38	26
12438	13	38	27
12439	13	38	28
12440	13	39	1
12441	13	39	2
12442	13	39	3
12443	13	39	4
12444	13	39	5
12445	13	39	6
12446	13	39	7
12447	13	39	8
12448	13	39	9
12449	13	39	10
12450	13	39	11
12451	13	39	12
12452	13	39	13
12453	13	39	14
12454	13	39	15
12455	13	39	16
12456	13	39	17
12457	13	39	18
12458	13	40	1
12459	13	40	2
12460	13	40	3
12461	13	40	4
12462	13	40	5
12463	13	40	6
12464	13	40	7
12465	13	40	8
12466	13	40	9
12467	13	40	10
12468	13	40	11
12469	13	40	12
12470	13	40	13
12471	13	40	14
12472	13	40	15
12473	13	40	16
12474	13	41	1
12475	13	41	2
12476	13	41	3
12477	13	41	4
12478	13	41	5
12479	13	41	6
12480	13	41	7
12481	13	41	8
12482	13	41	9
12483	13	41	10
12484	13	41	11
12485	13	41	12
12486	13	41	13
12487	13	41	14
12488	13	41	15
12489	13	41	16
12490	13	41	17
12491	13	41	18
12492	13	42	1
12493	13	42	2
12494	13	42	3
12495	13	42	4
12496	13	42	5
12497	13	42	6
12498	13	42	7
12499	13	42	8
12500	13	42	9
12501	13	42	10
12502	13	42	11
12503	13	42	12
12504	13	42	13
12505	13	42	14
12506	13	42	15
12507	13	42	16
12508	13	42	17
12509	13	42	18
12510	13	42	19
12511	13	42	20
12512	13	42	21
12513	13	42	22
12514	13	43	1
12515	13	43	2
12516	13	43	3
12517	13	43	4
12518	13	43	5
12519	13	43	6
12520	13	43	7
12521	13	43	8
12522	13	43	9
12523	13	43	10
12524	13	43	11
12525	13	43	12
12526	13	43	13
12527	13	44	1
12528	13	44	2
12529	13	44	3
12530	13	44	4
12531	13	44	5
12532	13	44	6
12533	13	44	7
12534	13	44	8
12535	13	44	9
12536	13	44	10
12537	13	44	11
12538	13	44	12
12539	13	44	13
12540	13	44	14
12541	13	44	15
12542	13	44	16
12543	13	44	17
12544	13	44	18
12545	13	44	19
12546	13	44	20
12547	13	44	21
12548	13	44	22
12549	13	44	23
12550	13	44	24
12551	13	44	25
12552	13	44	26
12553	13	44	27
12554	13	44	28
12555	13	44	29
12556	13	44	30
12557	13	45	1
12558	13	45	2
12559	13	45	3
12560	13	45	4
12561	13	45	5
