28	H0028	אֲבִידָע	N:N-M-P	Abida	"Abida or Abidah = ""my father knows""<br>1) fourth son of Midian and grandson of Abraham by his wife Keturah (after Sarah died)"	28	
29	H0029	אֲבִיָּ֫הוּ	N:N-M-P	Abijah	"Abia or Abiah or Abijah = ""Jehovah is (my) father""<br>1) king of Judah, son and successor of Rehoboam<br>2) second son of Samuel<br>3) son of Jeroboam the first, king of Israel<br>4) son of Becher, a Benjamite<br>5) head of a priestly house (one of the 24 Levite groups)<br>6) head of a priestly house (after the exile)<br>7) wife of Hezron<br>8) mother of Hezekiah (cf H021)"	29	
30	H0030	אֲבִיהוּא	N:N-M-P	Abihu	"Abihu = ""he is (my) father""<br>1) a son of Aaron destroyed for sacrificing strange fire to God"	30	
31	H0031	אֲבִיהוּד	N:N-M-P	Abihud	"Abihud = ""my father is majesty""<br>1) son of Bela, a Benjamite"	31	
32	H0032	אֲבִיחַ֫יִל	N:N-M-P	Abihail	"Abihail = ""my father is might""<br>1) a Levite in Moses's time<br>2) a Gadite<br>3) father of Esther<br>4) wife of Abishur<br>5) wife of Rehoboam"	32	
33	H0033	אֲבִי הָעֶזְרִי	N:N--PG	Abi-ezrite	"Abiezrite = ""my father is help""<br>1) one of the family of Abiezer, a descendant of Joseph's son, Manasseh"	33	
34	H0034	אֶבְיוֹן	H:A-M	needy	1) in want, needy, chiefly poor, needy person<br>2) subject to oppression and abuse<br>3) needing help, deliverance from trouble, especially as delivered by God<br>4) general reference to lowest class	34	
35	H0035	אֲבִיּוֹנָה	H:N-F	desire	1) caper-berry-of stimulating desire	35	
36	H0036	אֲבִיטוּב	N:N-M-P	Abitub	"Abitub = ""my father is good(ness)""<br>1) son of Shaharaim, a Benjamite"	36	
37	H0037	אֲבִיטָ֑ל	N:N-F-P	Abital	"Abital = ""my father is (the) dew""<br>1) a wife of David"	37	
38	H0038	אֲבִיָּם	N:N-M-P	Abijam	"Abijam = ""my father is the sea"" or ""Yah(u) is (my) father""<br>1) king of Judah, son and successor of Rehoboam"	38	
39	H0039	אֲבִימָאֵל	N:N-M-P	Abimael	"Abimael = ""my father is El (God)""<br>1) son of Joktan, descendant of Shem"	39	
40	H0040	אֲבִימֶ֫לֶךְ	N:N-M-P	Abimelech	"Abimelech = ""Melek is father"" or ""my father is king""<br>1) king of Gerar in Abraham's time<br>2) king of Gath in David's time; maybe title of Philistine kings<br>3) son of Gideon by a concubine<br>4) priest, son of Abiathar"	40	
41	H0041	אֲבִינָדָב	N:N-M-P	Abinadab	"Abinadab = ""my father is noble"" or ""my father is willing""<br>1) a man of Gibeah who sheltered the ark<br>2) second son of Jesse, David's older brother<br>3) a son of Saul, slain with him by the Philistines"	41	
42	H0042	אֲבִינֹ֫עַם	N:N-M-P	Abinoam	"Abinoam = ""my father is delight""<br>1) father of Barak, descendant of Naphtali"	42	
43	H0043	אֶבְיָסָף, אֲבִיאָסָף	N:N-M-P	Ebiasaph	"Ebiasaph = ""my father has gathered""<br>1) a son or descendant of Korah"	43	
44	H0044	אֲבִיעֶ֫זֶר	N:N-M-P	Abiezer	"Abiezer = ""my father is help""<br>1) a Manassite, called ""son"" of Gilead, also son of Gilead's sister<br>2) a Benjamite, warrior of David"	44	
45	H0045	אֲבִי־עַלְבוֹן	N:N-M-P	Abi-albon	"Abialbon = ""El (God) is my father""<br>1) one of David's mighty men (hero)"	45	
46	H0046	אָבִיר	H:A-M	mighty	1) strong, mighty-used only to describe God<br>2) the Strong-old name for God (poetic)	46	
47	H0047	אַבִּיר	H:A-M	mighty	1) mighty, valiant<br>1a) of men<br>1b) of angels<br>1c) of animals<br>1d) (metaph)<br>1d1) of enemies<br>1d2) of princes<br>1d3) of sacrificial objects<br>1e) obstinate (fig.)	47	
48	H0048	אֲבִירָם	N:N-M-P	Abiram	"Abiram = ""my father is exalted"" or ""(the) Exalted One is (my) father""<br>1) a Reubenite, son of Eliab in exodus<br>2) son of Hiel the Bethelite who worked to rebuild Jericho"	48	
49	H0049	אֲבִישַׁג	N:N-F-P	Abishag	"Abishag = ""my father is a wanderer""<br>1) David's beautiful young nurse"	49	
50	H0050	אֲבִישׁוּעַ	N:N-M-P	Abishua	"Abishua = ""my father is rescue (safety), or is opulence""<br>1) son of Phinehas, grandson of Aaron"	50	
51	H0051	אֲבִישׁוּר	N:N-M-P	Abishur	"Abishur = ""my father is a wall""<br>1) son of Shammai, descendant of Judah"	51	
52	H0052	אֲבִישַׁי	N:N-M-P	Abishai	"Abishai = ""my father is Jesse"" or ""my father is a gift""<br>1) grandson of Jesse, nephew of David via his sister Zeruiah, brother of Joab"	52	
53	H0053	אֲבִישָׁלוֹם	N:N-M-P	Absalom	"Absalom or Abishalom = ""my father is peace""<br>1) father-in-law of Rehoboam<br>2) third son of David, killer of first-born son Amnon, also leader of revolt against his father-David"	53	
54	H0054	אֶבְיָתָר	N:N-M-P	Abiathar	"Abiathar = ""my father is great""<br>1) priest, son of Ahitub (Ahimelech), faithful to David, but later rebelled with Adonijah"	54	
55	H0055	אָבַךְ	H:V	to roll up	1) to roll, turn<br>1a) (Hithpael) to roll, roll up, billow	55	
56	H0056	אָבַל	H:V	to mourn	1) to mourn, lament<br>1a) (Qal) to mourn, lament<br>1a1) of humans<br>1a2) of inanimate objects (fig.)<br>1a2a) of gates<br>1a2b) of land<br>1b) (Hiphil)<br>1b1) to mourn, cause to mourn (fig.)<br>1c) (Hithpael)<br>1c1) to mourn<br>1c2) play the mourner	56	
57	H0057	אָבֵל	H:A	mourning	1) mourning<br>1a) for the dead<br>1b) because of calamity<br>1c) of rites of mourning<br>2) mourner (subst.)<br>2a) for the dead<br>2b) for calamity	57	
58	H0058	אָבֵל	H:N-F	meadow	1) meadow (from verb-to grow green, to withstand)	58	
59	H0059	אָבֵל	N:N--L	Abel	1) city in northern Israel near Bethmaachah<br>2) the place where the ark rested in the field of Joshua at Bethshemesh	59	
60	H0060	אֵ֫בֶל	H:N-M	mourning	1) mourning<br>1a) for the dead<br>1b) for rites of mourning (metaph)<br>1c) mourning garb<br>1d) period of mourning	60	
61	H0061	אֲבָל	H:ADV	truly	1) truly, verily, surely<br>2) but, however, howbeit<br>3) contrariwise, nay rather (neg.)	61	
62	H0062	אָבֵל בֵּית־מֲעַכָה	N:N--L	Abel-beth-maachah	"Abel Beth Maachah = ""meadow of the house of Maachah""<br>1) city in northern Israel near Beth Maachah"	62	
63	H0063	אָבֵל הַשִּׁטִּים	N:N--L	Abel-shittim	"Abel Shittim = ""meadow of acacias""<br>1) place in lowlands of Moab"	63	
64	H0064	אָבֵל כְּרָמִים	N:N--L	Abel-keramim	"Abel Keramim = ""meadow of the vineyards""<br>1) a place in Ammon"	64	
65	H0065	אָבֵל מְחוֹלָה	N:N--L	Abel-meholah	"Abel Meholah = ""meadow of dancing""<br>1) a city of Issachar, birthplace of Elisha"	65	
66	H0066	אַבֵל מַיִם	N:N--L	Abel-maim	"Abel Maim = ""meadow of waters""<br>1) a city in northern Israel (perhaps Abel Beth Maachah)"	66	
67	H0067	אָבֵל מִצְרַיִם	N:N--L	Abel-mizraim	"Abel Mizraim = ""meadow of Egypt""<br>1) a place east of the Jordan (perhaps ""as fertile as Egypt"")"	67	
68	H0068	אֶ֫בֶן	H:N-F	stone	1) stone (large or small)<br>1a) common stone (in natural state)<br>1b) stone, as material<br>1b1) of tablets<br>1b2) marble, hewn stones<br>1c) precious stones, stones of fire<br>1d) stones containing metal (ore), tool for work or weapon<br>1e) weight<br>1f) plummet (stones of destruction) also made of metal<br>1g) stonelike objects, eg hailstones, stony heart, ice<br>1h) sacred object, as memorial Samuel set up to mark where God helped Israel to defeat the Philistines<br>1i) (simile)<br>1i1) sinking in water, motionlessness<br>1i2) strength, firmness, solidity<br>1i3) commonness<br>1j) (metaph)<br>1j1) petrified with terror<br>1j2) perverse, hard heart	68	
69	H0069	אֶ֫בֶן	A:N-F	stone	1) stone<br>1a) a (the) stone<br>1b) stone, material of idols and buildings	69	
70	H0070	אֹבֶן	H:N-M	wheel	1) wheel, disc<br>1a) potter's wheel<br>1b) bearing-stool, midwife's stool	70	
71	H0071	אֲבָנָה	N:N--L	Abana	1) river Abana, Syrian river flowing through Damascus	71	
72	H0072	אֶבֶן הָעֵזֶר	N:N--L	Eben-ezer	"Ebenezer = ""stone of help""<br>1) memorial stone erected by Samuel to mark where God helped Israel to defeat the Philistines-north of Jerusalem"	72	
73	H0073	אַבְנֵט	H:N-M	girdle	1) girdle, sash, waistband<br>1a) of high priest<br>1b) of other priests<br>1c) of high official	73	
74	H0074	אֲבִינֵר	N:N-M-P	Abner	"Abner = ""my father is a lamp""<br>1) Saul's cousin and army captain, treacherously slain by Joab"	74	
75	H0075	אָבַס	H:V	to fatten	1) to feed, fatten<br>1a) (Qal) fattened (passive participle)	75	
76	H0076	אֲבַעְבֻּעֹת	H:N-F	boil	1) blisters, boils (from root, to swell up)	76	
77	H0077	אֶ֫בֶץ	N:N--L	Abez	"Abez = ""I will make white (or miry)""<br>1) a city in Issachar"	77	
78	H0078	אִבְצָן	N:N-M-P	Ibzan	"Ibzan, ""their whiteness (literally their tin - as white""<br>1) a Bethlehemite judge in time of the judges"	78	
79	H0079	אָבַק	H:V	to wrestle	1) (Niphal) to wrestle, grapple (get dusty), bedust	79	
80	H0080	אָבָק	H:N-M	dust	1) dust<br>1a) on ground<br>1b) clouds (fig.)	80	
81	H0081	אֲבָקָה	H:N-F	aromatic powder	1) aromatic powders, powder	81	
82	H0082	אָבַר	H:V	to fly	1) (Hiphil) to fly (to move wings)	82	
83	H0083	אֵ֫בֶר	H:N-M	wing	1) pinion, wing<br>1a) of bird (dove, eagle)<br>1b) of Babylonian king (fig.)	83	
84	H0084	אֶבְרָה	H:N-F	pinion	1) pinion, wing<br>1a) of bird (ostrich, eagle, dove)<br>1b) of God (metaph)	84	
85	H0085	אַבְרָהָם	N:N-M-P	Abraham	"Abraham = ""father of a multitude"" or ""chief of multitude""<br>1) friend of God and founder of Hebrew nation via God's elective covenant"	85	
86	H0086	אַבְרֵךְ	H:V	to bow	1) (meaning dubious) -a shout made to announce Joseph's chariot<br>1a) command<br>1b) bow	86	
87	H0087	אַבְרָם	N:N-M-P	Abram	"Abram = ""exalted father""<br>1) original name of Abraham"	87	
88	H0088	אֹבֹת	N:N--L	Oboth	"Oboth = ""waterskins""<br>1) undetermined site of an Israelite camp in the wilderness (perhaps at east boundary of Moab)"	88	
89	H0089	אָגֵא	N:N-M-P	Agee	"Agee = ""I shall increase""<br>1) father of a warrior of David"	89	
90	H0090	אֲגָג	N:N-M-P	Agag	"Agag = ""I will overtop""<br>1) king of Amalek, spared by Saul but slain by Samuel"	90	
91	H0091	אֲגָגִי	N:N--PG	Agagite	"Agagite = ""I will overtop""<br>1) said of Haman, Haman the Agagite"	91	
92	H0092	אֲגֻדָּה	H:N-F	troop	1) band, binding<br>1a) cords, bands, thongs (metaphorical of slavery)<br>1b) bunch of hyssop<br>1c) band of men, troops<br>1d) vault (of the heavens), firmament (binding earth to the heavens)	92	
93	H0093	אֱגוֹז	H:N-M	nut	1) nuts	93	
94	H0094	אָגוּר	N:N-M-P	Agur	"Agur = ""gathered""<br>1) son of Jakeh, an author or compiler of <ref onclick=""bcv(19,30,1)"">Pr 30:1</ref>-<ref onclick=""bcv(19,30,33)"">33</ref>"	94	
95	H0095	אֲגוֹרָה	H:N-F	piece	1) payment, piece, coin	95	
96	H0096	אֵ֫גֶל	H:N-M	drop	1) drop, reserve supply, collections, stores	96	
97	H0097	אֶגְלַ֫יִם	N:N--L	Eglaim	"Eglaim = ""double reservoir""<br>1) a town in Moab"	97	
98	H0098	אֲגַם	H:N-M	pool	1) pool, troubled pool<br>1a) troubled or muddy (gloomy) pools, marshes<br>1b) any pool, pond<br>1c) swamp reeds, reeds, rush(es)	98	
99	H0099	אָגֵם	H:A	grieved	1) stagnant pond	99	
100	H0100	אַגְמֹן	H:N-M	bulrush	1) rush, bulrush<br>1a) used as cord or line (of twisted rushes or spun of rush fibre)<br>1b) of the lowly, insignificant (metaph)<br>2) sad, drooping<br>1a) of line of bulrushes<br>1b) bowing of the head (fig.)<br>1c) of the lowly (metaph)	100	
101	H0101	אַגָּן	H:N-M	vessel	1) bowl, basins<br>1a) basins used in ritual<br>1b) human body (metaph), curves of the body (simile)<br>1c) of family of Eliakim (metaph)	101	
102	H0102	אֲגַף	H:N-M	band	1) wing (of an army), band, army, hordes	102	
103	H0103	אָגַר	H:V	to gather	1) to gather<br>1a) (Qal) to gather	103	
104	H0104	אִגְּרָא	A:N-F	letter	1) letter, missive (Aramaic loan-word used in last OT books)	104	
105	H0105	אֲגַרְטָל	H:N-M	basin	1) vessel, basket, leather bag, basin	105	
106	H0106	אֶגְרֹף	H:N-M	fist	1) fist	106	
107	H0107	אִגֶּ֫רֶת	H:N-F	letter	1) letter, missive	107	
108	H0108	אֵד	H:N-M	mist	1) mist	108	
109	H0109	אָדַב	H:V	to grieve	1) to grieve, cause grief<br>1a) (Hiph) to cause to grieve, to grieve, to cause grief	109	
110	H0110	אַדְבְּאֵל	N:N-M-P	Adbeel	"Adbeel = ""chastened of God""<br>1) third son of Ishmael and grandson of Abraham"	110	
111	H0111	אֲדַד	N:N-M-P	Hadad	"Hadad = ""I shall move softly: I shall love""<br>1) an Edomite enemy God raised up to punish Solomon for his sins"	111	
112	H0112	אִדּוֹ	N:N-M-P	Iddo	"Iddo = ""I will praise him""<br>1) a chief Israelite during resettlement"	112	
113	H0113	אָדוֹן	H:N-M	lord	"1) firm, strong, lord, master<br>1a) lord, master<br>1a1) reference to men<br>1a1a) superintendent of household, of affairs<br>1a1b) master<br>1a1c) king<br>1a2) reference to God<br>1a2a) the Lord God<br>1a2b) Lord of the whole earth<br>1b) lords, kings<br>1b1) reference to men<br>1b1a) proprietor of hill of Samaria<br>1b1b) master<br>1b1c) husband<br>1b1d) prophet<br>1b1e) governor<br>1b1f) prince<br>1b1g) king<br>1b2) reference to God<br>1b2a) Lord of lords (probably = ""thy husband, Yahweh"")<br>1c) my lord, my master<br>1c1) reference to men<br>1c1a) master<br>1c1b) husband<br>1c1c) prophet<br>1c1d) prince<br>1c1e) king<br>1c1f) father<br>1c1g) Moses<br>1c1h) priest<br>1c1i) theophanic angel<br>1c1j) captain<br>1c1k) general recognition of superiority<br>1c2) reference to God<br>1c2a) my Lord, my Lord and my God<br>1c2b) Adonai (parallel with Yahweh)"	113	
114	H0114	אַדּוֹן	N:N--L	Addon	"Addon = ""powerful""<br>1) an Israelite?"	114	
115	H0115	אֲדוֹרַ֫יִם	N:N--L	Adoraim	"Adoraim = ""double glory""<br>1) city in Judah fortified by Rehoboam about 5 miles or 8 km SW of Hebron"	115	
116	H0116	אֱדַ֫יִן	A:ADV	then	1) then, afterwards, thereupon, from that time	116	
117	H0117	אַדִּיר	H:A	great	1) great, majestic<br>1a) of waters of sea<br>1b) of a tree<br>1c) of kings, nations, gods<br>2) great one, majestic one<br>2a) of nobles, chieftains, servants	117	
118	H0118	אֲדַלְיָא	N:N-M-P	Adalia	"Adalia = ""I shall be drawn up of Jah""<br>1) fifth son of Haman, executed at same time"	118	
119	H0119	אָדֹם	H:V	to redden	1) to be red, red<br>1a) (Qal) ruddy (of Nazarites)<br>1b) (Pual)<br>1b1) to be rubbed red<br>1b2) dyed red<br>1b3) reddened<br>1c) (Hiphil)<br>1c1) to cause to show red<br>1c2) to glare<br>1c3) to emit (show) redness<br>1d) (Hithpael)<br>1d1) to redden<br>1d2) to grow red<br>1d3) to look red	119	
120	H0120	אָדָם	H:N-M	man	1) man, mankind<br>1a) man, human being<br>1b) man, mankind (much more frequently intended sense in OT)<br>1c) Adam, first man<br>1d) city in Jordan valley	120	
121	H0121	אָדָם	N:N-M-P + N:N--L	Adam	"Adam = ""red""<br>1) first man<br>2) city in Jordan valley"	121	
122	H0122	(a) אָדֹם (b) אֱדֹם	(a) H:A (b) H:N-M	(a) red (b) red stuff	(a) 1) red, ruddy (of man, horse, heifer, garment, water, lentils) (b) 1) name of a condiment 	122	
123	H0123	אֱדוֹם	N:N-M-P + N:N--L	Edom	"Edom = ""red""<br>1) Edom<br>2) Edomite, Idumean-descendants of Esau<br>3) land of Edom, Idumea-land south and south east of Palestine"	123	
124	H0124	אֹ֫דֶם	H:N-F	sardius	1) ruby, carnelian (redness)<br>1a) precious stone	124	
125	H0125	אֲדַמְדָּם	H:A	reddish	1) reddish, be reddish	125	
126	H0126	אַדְמָה	N:N--L	Admah	"Admah = ""red earth""<br>1) city in the Siddim valley"	126	
127	H0127	אֲדָמָה	H:N-F	land	1) ground, land<br>1a) ground (as general, tilled, yielding sustenance)<br>1b) piece of ground, a specific plot of land<br>1c) earth substance (for building or constructing)<br>1d) ground as earth's visible surface<br>1e) land, territory, country<br>1f) whole inhabited earth<br>1g) city in Naphtali	127	
128	H0128	אֲדָמָה	N:N--L	Adamah	"Adamah = ""the earth""<br>1) city in Naphtali"	128	
129	H0129	אֲדָמִי הַנֶּ֫קֶב	N:N--L	Adami Nekeb	"Adami = ""man of Adar""<br>1) a pass or fortified place in Naphtali"	129	
130	H0130	אֲדֹמִי	N:N--PG	Edomite	1) Edomite	130	
131	H0131	אֲדֻמִּים	N:N--L	Adummim	"Adummim = ""ruddy one: quieted ones?""<br>1) pass or ridge of hills, west of Gilgal"	131	
132	H0132	אַדְמוֹנִי	H:A	red	1) red, ruddy (of Esau as infant)	132	
133	H0133	אַדְמָתָא	N:N-M-P	Admatha	"Admatha = ""a testimony to them""<br>1) prince of Persia in reign of Ahasuerus (Xerxes)"	133	
134	H0134	אֶ֫דֶן	H:N-M	socket	1) base, pedestal, socket (strong, firm)<br>1a) pedestals of gold on which marble pillars were set<br>1b) pedestals of the earth, foundation of the earth<br>1c) pedestals, bases, or sockets on which tabernacle stood	134	
135	H0135	אַדָּן	N:N--L	Addan	"Addan = ""strong, firm""<br>1) place in Babylon, from which exiles returned"	135	
136	H0136	אֲדֹנָי	H:N-M	Lord	1) my lord, lord<br>1a) of men<br>1b) of God<br>2) Lord-title, spoken in place of Yahweh in Jewish display of reverence	136	
137	H0137	אֲדֹנִי־בֶ֫זֶק	N:N-M-P	Adoni-bezek	"Adoni-Bezek = ""my lord is Besek""<br>1) king of the Canaanite city of Bezek, killed by Israelites"	137	
138	H0138	אֲדֹנִיָּ֫הוּ	N:N-M-P	Adonijah	"Adonijah = ""my lord is Jehovah""<br>1) fourth son of David and Solomon's rival for the throne<br>2) Levite sent by Jehoshaphat to teach the Law<br>3) a chief of the people who co-operated with Nehemiah"	138	
139	H0139	אֲדֹנִי־צֶ֫דֶק	N:N-M-P	Adoni-zedek	"Adoni-zedek = ""my lord is righteous""<br>1) Canaanite king slain by Joshua"	139	
140	H0140	אֲדֹנִיקָם	N:N-M-P	Adonikam	"Adonikam = ""my lord arose""<br>1) the head of an Israelite clan who returned from exile"	140	
141	H0141	אֲדֹנִירָם	N:N-M-P	Adoniram	"Adoniram = ""my lord is exalted""<br>1) one of Solomon's officers"	141	
142	H0142	אָדַר	H:V	be glorious	1) to be great, be majestic, wide, noble (poetic)<br>1a) (Niphal) majestic, glorious (participle)<br>1b) (Hiphil) make glorious	142	
143	H0143	אֲדָר	N:N--T	Adar	"Adar = ""glorious""<br>1) twelfth month, corresponding to modern March-April"	143	
144	H0144	אֲדָר	A:N--T	Adar	"Adar = ""glorious""<br>1) twelfth month, corresponding to modern March or April"	144	
145	H0145	אֶ֫דֶר	H:N	robe	1) glory, magnificence<br>2) mantle, cloak (as wide)	145	
146	H0146	אַדָּר	N:N-M-P + N:N--L	Addar	"Addar or Adar = ""exceeding glorious""<br>1) son of Bela and Benjamin's grandson<br>2) city in Judah near Edom"	146	
147	H0147	אִדַּר	A:N-F	threshing floor	1) threshing floor	147	
148	H0148	אֲדַרְגָּזֵר	A:N-M	judge	1) judge (diviner), counsellor	148	
149	H0149	אַדְרַזְדָּא	A:ADV	diligently	1) correctly, exactly, diligently, earnestly	149	
150	H0150	אֲדַרְכֹּן	H:N-M	dram	1) drachma, dram, daric-unit of weight and value (of gold, money) equal to 128 grains or 4.32 grams	150	
151	H0151	אֲדֹרָם	N:N-M-P	Adoram	"Adoram = ""my lord is exalted""<br>1) an officer of David<br>2) an officer of Rehoboam"	151	
152	H0152	אַדְרַמֶּ֫לֶךְ	N:N-M-P + N:N-M-T	Adrammelech	"Adrammelech = ""honour of the king"" or ""Adar is prince"" or ""Adar is Counsellor, Decider""<br>1) an idol or god of the Sepharvites, introduced to Israel by Shalmaneser the fifth<br>2) the son and murderer of Sennacherib"	152	
153	H0153	אֶדְרַע	A:N-F	force	1) strong, force, arm, power	153	
154	H0154	אֶדְרֶ֫עִי	N:N--L	Edrei	"Edrei = ""goodly pasture""<br>1) a chief city of Bashan, north of Jabbok river"	154	
155	H0155	אַדֶּ֫רֶת	H:N-F	clothing	1) glory, cloak<br>1a) glory, splendour, magnificence (of a vine, shepherds)<br>1b) mantle, cloak made of fur or fine material<br>1b1) prophet's garment	155	
156	H0156	אָדַשׁ	H:V	to thresh	1) (Qal) to tread, tread on, thresh, trample on	156	
157	H0157	אָהֵב	H:V	to love	1) to love<br>1a) (Qal)<br>1a1) human love for another, includes family, and sexual<br>1a2) human appetite for objects such as food, drink, sleep, wisdom<br>1a3) human love for or to God<br>1a4) act of being a friend<br>1a4a) lover (participle)<br>1a4b) friend (participle)<br>1a5) God's love toward man<br>1a5a) to individual men<br>1a5b) to people Israel<br>1a5c) to righteousness<br>1b) (Niphal)<br>1b1) lovely (participle)<br>1b2) loveable (participle)<br>1c) (Piel)<br>1c1) friends<br>1c2) lovers (fig. of adulterers)<br>2) to like	157	
158	H0158	אַ֫הַב	H:N-M	lover	1) loves, amours (only in plural) ahbym<br>2) (TWOT) love	158	
159	H0159	אֹ֫הַב	H:N-M	beloved	1) loved object<br>2) (TWOT) love	159	
160	H0160	אַהֲבָה	H:N-F	love	1) love<br>1a) human love for human object<br>1a1) of man toward man<br>1a2) of man toward himself<br>1a3) between man and woman<br>1a4) sexual desire<br>2) God's love to His people	160	
161	H0161	אֹ֫הַד	N:N-M-P	Ohad	"Ohad = ""united""<br>1) son of Simeon and grandson of Jacob"	161	
162	H0162	אֲהָהּ	H:INJ	alas!	1) alas!, oh!, ah!	162	
163	H0163	אַהֲוָא	N:N--L	Ahava	"Ahava = ""I shall subsist""<br>1) town or area in Babylonia"	163	
164	H0164	אֵהוּד	N:N-M-P	Ehud	"Ehud = ""I will give thanks: I will be praised"" or ""undivided, union"" in (<ref onclick=""bcv(13,8,6)"">1Ch. 8:6</ref>) only<br>1) Benjamite judge of Israel, deliverer of Israel from Moab<br>2) another Benjamite, son of Bilhan (<ref onclick=""bcv(13,8,6)"">1Ch 8:6</ref>)"	164	
165	H0165	אֱהִי	H:ADV	where?	1) where	165	
166	H0166	אָהַל	H:V	to shine	1) (Hiphil) to be clear, shine	166	
167	H0167	אָהַל	H:V	to pitch	1) to pitch a tent, to move a tent<br>1a) (Qal) pitch or remove a tent<br>1a) (Piel) to pitch one's tent	167	
168	H0168	אֹ֫הֶל	H:N-M	tent	1) tent<br>1a) nomad's tent, and thus symbolic of wilderness life, transience<br>1b) dwelling, home, habitation<br>1c) the sacred tent of Jehovah (the tabernacle)	168	
169	H0169	אֹ֫הֶל	N:N-M-P	Ohel	"Ohel = ""tent""<br>1) son of Zerubbabel"	169	
170	H0170	אׇהֳלָה	N:N-F-P	Aholah	"Aholah = ""her own tent""<br>1) Samaria as an adulteress with Assyria (metaph)"	170	
171	H0171	אׇהֳלִיאָב	N:N-M-P	Aholiab	"Aholiab = ""Father's tent""<br>1) chief assistant of Bezaleel in construction of the tabernacle"	171	
172	H0172	אׇהֳלִיבָה	N:N-F-P	Aholibah	"Aholibah = ""woman of the tent"" or ""the tent is in her""<br>1) (metaph) Jerusalem as adulterous wife of Jehovah"	172	
173	H0173	אׇהֳלִיבָמָה	N:N-F-P	Aholibamah	"Aholibamah = ""tent of the high place""<br>1) wife of Esau<br>2) an Edomite chieftain"	173	
